ts,run_id,component,operation,metric,value_ms,program_id,service_id
1776620703433,,launcher,start,start_total_ms,58.175341,29,
1776620727755,,launcher,start,retrieveProgram_ms,0.028760,30,
1776620728054,,launcher,start,compile_ms,299.033028,30,
1776620742249,,launcher,start,retrieveProgram_ms,0.028040,30,
1776620742249,,launcher,start,createCompartment_ms,0.001821,30,
1776620742250,,launcher,start,deploy_ms,0.000840,30,
1776620742250,,launcher,start,getIntegratedServices_ms,0.003160,30,
1776620742250,,launcher,start,exchangeKeys_ms,0.003820,30,
1776620742250,,launcher,start,generateAttestableDoc_ms,0.189743,30,
1776620742251,,launcher,start,generateCertificate_ms,0.798114,30,
1776620742251,,launcher,start,sign_ms,0.000860,30,
1776620742289,1776620742-1,launcher,read_write,lookupService_ms,0.010442,30,store-service
1776620742289,1776620742-1,launcher,read_write,getCertificate_ms,0.238065,30,
1776620742289,1776620742-1,launcher,read_write,getProgramPublicKey_ms,0.103442,30,
